국가,시작IP,끝IP,PREFIX,할당일자
KR,59.150.120.0,59.150.121.255,/23,2004.11.08
KR,59.150.122.0,59.150.122.255,/24,2004.11.08
KR,59.150.123.0,59.150.123.255,/24,2004.11.08
KR,59.150.124.0,59.150.124.255,/24,2004.11.08
KR,59.150.125.0,59.150.125.255,/24,2004.11.08
KR,59.150.126.0,59.150.127.255,/23,2004.11.08
KR,59.150.128.0,59.150.131.255,/22,2004.11.08
KR,59.150.13.0,59.150.13.255,/24,2004.11.08
KR,59.150.132.0,59.150.133.255,/23,2004.11.08
KR,59.150.134.0,59.150.134.255,/24,2004.11.08
KR,59.150.135.0,59.150.135.255,/24,2004.11.08
KR,59.150.136.0,59.150.136.255,/24,2004.11.08
KR,59.150.137.0,59.150.137.255,/24,2004.11.08
KR,59.150.138.0,59.150.138.255,/24,2004.11.08
KR,59.150.139.0,59.150.139.255,/24,2004.11.08
KR,59.150.14.0,59.150.14.255,/24,2004.11.08
KR,59.150.140.0,59.150.140.255,/24,2004.11.08
KR,59.150.141.0,59.150.141.255,/24,2004.11.08
KR,59.150.142.0,59.150.143.255,/23,2004.11.08
KR,59.150.144.0,59.150.145.255,/23,2004.11.08
KR,59.150.146.0,59.150.147.255,/23,2004.11.08
KR,59.150.148.0,59.150.149.255,/23,2004.11.08
KR,59.150.15.0,59.150.15.255,/24,2004.11.08
KR,59.150.150.0,59.150.150.255,/24,2004.11.08
KR,59.150.151.0,59.150.151.255,/24,2004.11.08
KR,59.150.152.0,59.150.155.255,/22,2004.11.08
KR,59.150.156.0,59.150.156.255,/24,2004.11.08
KR,59.150.157.0,59.150.157.255,/24,2004.11.08
KR,59.150.158.0,59.150.159.255,/23,2004.11.08
KR,59.150.16.0,59.150.17.255,/23,2004.11.08
KR,59.150.160.0,59.150.163.255,/22,2004.11.08
KR,59.150.164.0,59.150.164.255,/24,2004.11.08
KR,59.150.165.0,59.150.165.255,/24,2004.11.08
KR,59.150.166.0,59.150.167.255,/23,2004.11.08
KR,59.150.168.0,59.150.169.255,/23,2004.11.08
KR,59.150.170.0,59.150.170.255,/24,2004.11.08
KR,59.150.171.0,59.150.171.255,/24,2004.11.08
KR,59.150.172.0,59.150.172.255,/24,2004.11.08
KR,59.150.173.0,59.150.173.255,/24,2004.11.08
KR,59.150.174.0,59.150.175.255,/23,2004.11.08
KR,59.150.176.0,59.150.191.255,/20,2004.11.08
KR,59.150.18.0,59.150.18.255,/24,2004.11.08
KR,59.150.19.0,59.150.19.255,/24,2004.11.08
KR,59.150.192.0,59.150.193.255,/23,2004.11.08
KR,59.150.194.0,59.150.194.255,/24,2004.11.08
KR,59.150.195.0,59.150.195.255,/24,2004.11.08
KR,59.150.196.0,59.150.197.255,/23,2004.11.08
KR,59.150.198.0,59.150.199.255,/23,2004.11.08
KR,59.150.20.0,59.150.21.255,/23,2004.11.08
KR,59.150.200.0,59.150.203.255,/22,2004.11.08
KR,59.150.204.0,59.150.205.255,/23,2004.11.08
KR,59.150.206.0,59.150.206.255,/24,2004.11.08
KR,59.150.207.0,59.150.207.255,/24,2004.11.08
KR,59.150.208.0,59.150.223.255,/20,2004.11.08
KR,59.150.22.0,59.150.23.255,/23,2004.11.08
KR,59.150.224.0,59.150.255.255,/19,2004.11.08
KR,59.150.24.0,59.150.31.255,/21,2004.11.08
KR,59.150.32.0,59.150.39.255,/21,2004.11.08
KR,59.150.40.0,59.150.41.255,/23,2004.11.08
KR,59.150.42.0,59.150.42.255,/24,2004.11.08
KR,59.150.43.0,59.150.43.255,/24,2004.11.08
KR,59.150.44.0,59.150.44.255,/24,2004.11.08
KR,59.150.45.0,59.150.45.255,/24,2004.11.08
KR,59.150.46.0,59.150.47.255,/23,2004.11.08
KR,59.150.48.0,59.150.51.255,/22,2004.11.08
KR,59.150.52.0,59.150.53.255,/23,2004.11.08
KR,59.150.54.0,59.150.55.255,/23,2004.11.08
KR,59.150.56.0,59.150.57.255,/23,2004.11.08
KR,59.150.58.0,59.150.59.255,/23,2004.11.08
KR,59.150.60.0,59.150.60.255,/24,2004.11.08
KR,59.150.61.0,59.150.61.255,/24,2004.11.08
KR,59.150.62.0,59.150.63.255,/23,2004.11.08
KR,59.150.64.0,59.150.67.255,/22,2004.11.08
KR,59.150.68.0,59.150.68.255,/24,2004.11.08
KR,59.150.69.0,59.150.69.255,/24,2004.11.08
KR,59.150.70.0,59.150.71.255,/23,2004.11.08
KR,59.150.72.0,59.150.72.255,/24,2004.11.08
KR,59.150.73.0,59.150.73.255,/24,2004.11.08
KR,59.150.74.0,59.150.75.255,/23,2004.11.08
KR,59.150.76.0,59.150.79.255,/22,2004.11.08
KR,59.150.8.0,59.150.11.255,/22,2004.11.08
KR,59.150.80.0,59.150.83.255,/22,2004.11.08
KR,59.150.84.0,59.150.87.255,/22,2004.11.08
KR,59.150.88.0,59.150.91.255,/22,2004.11.08
KR,59.150.92.0,59.150.93.255,/23,2004.11.08
KR,59.150.94.0,59.150.95.255,/23,2004.11.08
KR,59.150.96.0,59.150.97.255,/23,2004.11.08
KR,59.150.98.0,59.150.98.255,/24,2004.11.08
KR,59.150.99.0,59.150.99.255,/24,2004.11.08
KR,101.79.0.0,101.79.31.255,/19,2010.12.17
KR,101.79.128.0,101.79.131.255,/22,2010.12.17
KR,101.79.132.0,101.79.135.255,/22,2010.12.17
KR,101.79.136.0,101.79.143.255,/21,2010.12.17
KR,101.79.32.0,101.79.39.255,/21,2010.12.17
KR,101.79.40.0,101.79.43.255,/22,2010.12.17
KR,101.79.44.0,101.79.47.255,/22,2010.12.17
KR,101.79.48.0,101.79.55.255,/21,2010.12.17
KR,101.79.56.0,101.79.59.255,/22,2010.12.17
KR,101.79.60.0,101.79.63.255,/22,2010.12.17
KR,101.79.64.0,101.79.127.255,/18,2010.12.17
KR,110.4.112.0,110.4.115.255,/22,2009.02.23
KR,110.4.116.0,110.4.119.255,/22,2009.02.23
KR,110.4.120.0,110.4.127.255,/21,2009.02.23
KR,110.4.64.0,110.4.95.255,/19,2009.02.23
KR,110.4.96.0,110.4.111.255,/20,2009.02.23
KR,113.30.104.0,113.30.107.255,/22,2008.10.17
KR,113.30.108.0,113.30.111.255,/22,2008.10.17
KR,113.30.112.0,113.30.127.255,/20,2008.10.17
KR,113.30.64.0,113.30.71.255,/21,2008.10.17
KR,113.30.72.0,113.30.79.255,/21,2008.10.17
KR,113.30.80.0,113.30.95.255,/20,2008.10.17
KR,113.30.96.0,113.30.103.255,/21,2008.10.17
KR,114.141.0.0,114.141.7.255,/21,2008.06.13
KR,114.141.12.0,114.141.15.255,/22,2008.06.13
KR,114.141.16.0,114.141.19.255,/22,2008.06.13
KR,114.141.20.0,114.141.23.255,/22,2008.06.13
KR,114.141.24.0,114.141.31.255,/21,2008.06.13
KR,114.141.8.0,114.141.11.255,/22,2008.06.13
KR,124.217.192.0,124.217.195.255,/22,2007.11.02
KR,124.217.196.0,124.217.199.255,/22,2007.11.02
KR,124.217.200.0,124.217.203.255,/22,2007.11.02
KR,124.217.204.0,124.217.207.255,/22,2007.11.02
KR,124.217.208.0,124.217.223.255,/20,2007.11.02
KR,180.210.0.0,180.210.7.255,/21,2009.09.25
KR,180.210.16.0,180.210.19.255,/22,2009.09.25
KR,180.210.20.0,180.210.23.255,/22,2009.09.25
KR,180.210.24.0,180.210.31.255,/21,2009.09.25
KR,180.210.32.0,180.210.63.255,/19,2009.09.25
KR,180.210.64.0,180.210.127.255,/18,2009.09.25
KR,180.210.8.0,180.210.15.255,/21,2009.09.25
KR,182.252.128.0,182.252.143.255,/20,2010.05.07
KR,182.252.144.0,182.252.147.255,/22,2010.05.07
KR,182.252.148.0,182.252.151.255,/22,2010.05.07
KR,182.252.152.0,182.252.159.255,/21,2010.05.07
KR,182.252.160.0,182.252.167.255,/21,2010.05.07
KR,182.252.168.0,182.252.171.255,/22,2010.05.07
KR,182.252.172.0,182.252.175.255,/22,2010.05.07
KR,182.252.176.0,182.252.179.255,/22,2010.05.07
KR,182.252.180.0,182.252.183.255,/22,2010.05.07
KR,182.252.184.0,182.252.191.255,/21,2010.05.07
KR,182.252.192.0,182.252.255.255,/18,2010.05.07
KR,103.218.172.0,103.218.173.255,/23,2023.09.14
