국가,시작IP,끝IP,PREFIX,할당일자
KR,45.114.104.0,45.114.107.255,/22,2015.03.31
KR,101.101.128.0,101.101.159.255,/19,2011.02.28
KR,101.101.160.0,101.101.175.255,/20,2011.02.28
KR,101.101.176.0,101.101.191.255,/20,2011.02.28
KR,101.101.192.0,101.101.207.255,/20,2011.02.28
KR,101.101.208.0,101.101.223.255,/20,2011.02.28
KR,101.101.224.0,101.101.255.255,/19,2011.02.28
KR,103.132.32.0,103.132.35.255,/22,2019.01.01
KR,103.132.36.0,103.132.39.255,/22,2019.01.01
KR,103.139.118.0,103.139.119.255,/23,2019.05.22
KR,103.124.100.0,103.124.103.255,/22,2018.10.31
KR,103.143.78.0,103.143.79.255,/23,2019.09.19
KR,103.171.230.0,103.171.231.255,/23,2021.08.18
KR,103.139.214.0,103.139.215.255,/23,2019.06.07
KR,103.139.216.0,103.139.217.255,/23,2019.06.07
KR,123.253.172.0,123.253.175.255,/22,2019.06.12
KR,103.140.220.0,103.140.221.255,/23,2019.07.08
KR,103.127.212.0,103.127.215.255,/22,2018.12.26
KR,167.179.212.0,167.179.215.255,/22,1993.09.08
KR,103.125.108.0,103.125.111.255,/22,2018.11.15
KR,210.217.0.0,210.217.127.255,/17,1999.03.23
KR,210.217.128.0,210.217.159.255,/19,1999.03.23
KR,210.217.160.0,210.217.191.255,/19,1999.03.23
KR,210.217.192.0,210.217.223.255,/19,1999.03.23
KR,210.217.224.0,210.217.255.255,/19,1999.03.23
KR,210.218.0.0,210.218.63.255,/18,1999.03.23
KR,210.218.64.0,210.218.95.255,/19,1999.03.23
KR,210.218.96.0,210.218.127.255,/19,1999.03.23
KR,210.219.0.0,210.219.31.255,/19,1999.03.23
KR,210.219.128.0,210.219.191.255,/18,1999.03.23
KR,210.219.192.0,210.219.255.255,/18,1999.03.23
KR,210.219.32.0,210.219.63.255,/19,1999.03.23
KR,210.219.64.0,210.219.127.255,/18,1999.03.23
KR,210.220.0.0,210.220.31.255,/19,1999.05.25
KR,210.220.128.0,210.220.159.255,/19,1999.05.25
KR,210.220.160.0,210.220.191.255,/19,1999.05.25
KR,210.220.192.0,210.220.255.255,/18,1999.05.25
KR,210.220.32.0,210.220.63.255,/19,1999.05.25
KR,210.221.0.0,210.221.127.255,/17,1999.05.25
KR,210.221.128.0,210.221.159.255,/19,1999.05.25
KR,210.221.160.0,210.221.191.255,/19,1999.05.25
KR,210.221.192.0,210.221.255.255,/18,1999.05.25
KR,210.93.0.0,210.93.127.255,/17,1998.09.15
KR,210.93.128.0,210.93.191.255,/18,1998.09.15
KR,210.93.192.0,210.93.223.255,/19,1998.09.15
KR,210.93.224.0,210.93.255.255,/19,1998.09.15
KR,210.94.0.0,210.94.31.255,/19,1998.09.15
KR,210.94.128.0,210.94.159.255,/19,1998.09.15
KR,210.94.160.0,210.94.191.255,/19,1998.09.15
KR,210.94.192.0,210.94.223.255,/19,1998.09.15
KR,210.94.224.0,210.94.255.255,/19,1998.09.15
KR,210.94.32.0,210.94.63.255,/19,1998.09.15
KR,210.94.64.0,210.94.127.255,/18,1998.09.15
KR,210.95.0.0,210.95.255.255,/16,1998.09.15
KR,210.97.128.0,210.97.159.255,/19,1998.05.21
KR,210.97.160.0,210.97.191.255,/19,1998.05.21
KR,210.97.192.0,210.97.195.255,/22,1998.04.14
KR,210.97.196.0,210.97.199.255,/22,1998.04.14
KR,210.97.200.0,210.97.207.255,/21,1998.04.14
KR,210.97.208.0,210.97.223.255,/20,1998.04.14
KR,210.97.224.0,210.97.239.255,/20,1998.04.14
KR,210.97.240.0,210.97.255.255,/20,1998.04.14
KR,210.98.0.0,210.98.63.255,/18,1998.03.23
KR,210.98.192.0,210.98.223.255,/19,1998.03.23
KR,210.98.224.0,210.98.255.255,/19,1998.03.23
KR,210.98.64.0,210.98.127.255,/18,1998.03.23
KR,211.104.0.0,211.107.255.255,/14,2000.04.14
KR,211.108.0.0,211.109.255.255,/15,2000.04.14
KR,211.110.0.0,211.110.127.255,/17,2000.04.14
KR,211.110.128.0,211.110.191.255,/18,2000.04.14
KR,211.110.192.0,211.110.223.255,/19,2000.04.14
KR,211.110.224.0,211.110.239.255,/20,2000.04.14
KR,211.110.240.0,211.110.255.255,/20,2000.04.14
KR,211.111.0.0,211.111.127.255,/17,2000.04.14
KR,211.111.128.0,211.111.159.255,/19,2000.04.14
KR,211.111.160.0,211.111.175.255,/20,2000.04.14
KR,211.111.176.0,211.111.191.255,/20,2000.04.14
KR,211.111.192.0,211.111.207.255,/20,2000.04.14
KR,211.111.208.0,211.111.223.255,/20,2000.04.14
KR,211.111.224.0,211.111.255.255,/19,2000.04.14
KR,211.112.0.0,211.112.63.255,/18,2000.04.14
KR,211.112.128.0,211.112.255.255,/17,2000.04.14
KR,211.112.64.0,211.112.95.255,/19,2000.04.14
KR,211.112.96.0,211.112.127.255,/19,2000.04.14
KR,211.113.0.0,211.113.127.255,/17,2000.04.14
KR,211.113.128.0,211.113.255.255,/17,2000.04.14
KR,211.114.0.0,211.114.255.255,/16,2000.04.14
KR,211.115.0.0,211.115.31.255,/19,2000.04.14
KR,211.115.128.0,211.115.191.255,/18,2000.04.14
KR,211.115.192.0,211.115.223.255,/19,2000.04.14
KR,211.115.224.0,211.115.255.255,/19,2000.04.14
KR,211.115.32.0,211.115.63.255,/19,2000.04.14
KR,211.115.64.0,211.115.127.255,/18,2000.04.14
KR,211.116.128.0,211.116.159.255,/19,2000.04.14
KR,211.116.160.0,211.116.175.255,/20,2000.04.14
KR,211.116.176.0,211.116.191.255,/20,2000.04.14
KR,211.116.192.0,211.116.223.255,/19,2000.04.14
KR,211.116.224.0,211.116.255.255,/19,2000.04.14
KR,211.118.0.0,211.119.255.255,/15,2000.04.14
KR,211.168.0.0,211.171.255.255,/14,2000.05.26
KR,211.172.0.0,211.172.31.255,/19,2000.05.26
KR,211.172.112.0,211.172.127.255,/20,2000.05.26
KR,211.172.128.0,211.172.143.255,/20,2000.05.26
KR,211.172.144.0,211.172.159.255,/20,2000.05.26
KR,211.172.160.0,211.172.175.255,/20,2000.05.26
KR,211.172.176.0,211.172.191.255,/20,2000.05.26
KR,211.172.192.0,211.172.207.255,/20,2000.05.26
KR,211.172.208.0,211.172.223.255,/20,2000.05.26
KR,211.172.224.0,211.172.239.255,/20,2000.05.26
KR,211.172.240.0,211.172.255.255,/20,2000.05.26
KR,211.172.32.0,211.172.63.255,/19,2000.05.26
KR,211.172.64.0,211.172.79.255,/20,2000.05.26
KR,211.172.80.0,211.172.95.255,/20,2000.05.26
KR,211.172.96.0,211.172.111.255,/20,2000.05.26
KR,211.173.0.0,211.173.127.255,/17,2000.05.26
KR,211.173.128.0,211.173.159.255,/19,2000.05.26
KR,211.173.160.0,211.173.191.255,/19,2000.05.26
KR,211.173.192.0,211.173.255.255,/18,2000.05.26
KR,211.174.0.0,211.174.15.255,/20,2000.05.26
KR,211.174.128.0,211.174.255.255,/17,2000.05.26
KR,211.174.16.0,211.174.31.255,/20,2000.05.26
KR,211.174.32.0,211.174.47.255,/20,2000.05.26
KR,211.174.48.0,211.174.63.255,/20,2000.05.26
KR,211.174.64.0,211.174.95.255,/19,2000.05.26
KR,211.174.96.0,211.174.127.255,/19,2000.05.26
KR,211.175.0.0,211.175.255.255,/16,2000.05.26
KR,211.180.0.0,211.181.255.255,/15,2000.05.26
KR,211.182.0.0,211.182.255.255,/16,2000.05.26
KR,211.183.0.0,211.183.255.255,/16,2000.05.26
KR,211.184.0.0,211.185.255.255,/15,2000.05.26
KR,211.186.0.0,211.186.255.255,/16,2000.05.26
KR,211.187.0.0,211.187.127.255,/17,2000.05.26
KR,211.187.128.0,211.187.143.255,/20,2000.05.26
KR,211.187.144.0,211.187.159.255,/20,2000.05.26
KR,211.187.160.0,211.187.191.255,/19,2000.05.26
KR,211.187.192.0,211.187.255.255,/18,2000.05.26
KR,211.188.0.0,211.188.31.255,/19,2000.05.26
KR,211.188.128.0,211.188.255.255,/17,2000.05.26
KR,211.188.32.0,211.188.63.255,/19,2000.05.26
KR,211.188.64.0,211.188.95.255,/19,2000.05.26
KR,211.189.0.0,211.189.127.255,/17,2000.05.26
KR,211.189.128.0,211.189.159.255,/19,2000.05.26
KR,211.189.160.0,211.189.191.255,/19,2000.05.26
KR,211.189.192.0,211.189.223.255,/19,2000.05.26
KR,211.189.224.0,211.189.255.255,/19,2000.05.26
KR,211.190.0.0,211.190.31.255,/19,2000.05.26
KR,211.190.112.0,211.190.127.255,/20,2000.05.26
KR,211.190.128.0,211.190.143.255,/20,2000.05.26
KR,211.190.144.0,211.190.159.255,/20,2000.05.26
KR,211.190.160.0,211.190.191.255,/19,2000.05.26
KR,211.190.192.0,211.190.223.255,/19,2000.05.26
KR,211.190.224.0,211.190.255.255,/19,2000.05.26
KR,211.190.32.0,211.190.47.255,/20,2000.05.26
KR,211.190.48.0,211.190.63.255,/20,2000.05.26
KR,211.190.64.0,211.190.95.255,/19,2000.05.26
KR,211.190.96.0,211.190.111.255,/20,2000.05.26
KR,211.191.0.0,211.191.15.255,/20,2000.05.26
KR,211.191.112.0,211.191.127.255,/20,2000.05.26
KR,211.191.128.0,211.191.143.255,/20,2000.05.26
KR,211.236.192.0,211.236.223.255,/19,2000.09.08
KR,211.236.224.0,211.236.255.255,/19,2000.09.08
KR,211.191.144.0,211.191.159.255,/20,2000.05.26
KR,211.191.16.0,211.191.31.255,/20,2000.05.26
KR,211.191.160.0,211.191.191.255,/19,2000.05.26
KR,211.191.192.0,211.191.223.255,/19,2000.05.26
KR,211.191.224.0,211.191.239.255,/20,2000.05.26
KR,211.191.240.0,211.191.255.255,/20,2000.05.26
KR,211.191.32.0,211.191.47.255,/20,2000.05.26
KR,211.191.48.0,211.191.63.255,/20,2000.05.26
KR,211.191.64.0,211.191.95.255,/19,2000.05.26
KR,211.191.96.0,211.191.111.255,/20,2000.05.26
KR,211.232.0.0,211.232.127.255,/17,2000.09.08
KR,211.232.128.0,211.232.191.255,/18,2000.09.08
KR,211.232.192.0,211.232.255.255,/18,2000.09.08
KR,211.233.0.0,211.233.63.255,/18,2000.09.08
KR,211.233.160.0,211.233.191.255,/19,2000.09.08
KR,211.233.192.0,211.233.255.255,/18,2000.09.08
KR,211.233.64.0,211.233.95.255,/19,2000.09.08
KR,211.233.96.0,211.233.127.255,/19,2000.09.08
KR,211.234.128.0,211.234.191.255,/18,2000.09.08
KR,211.234.192.0,211.234.223.255,/19,2000.09.08
KR,211.234.224.0,211.234.239.255,/20,2000.09.08
KR,211.234.240.0,211.234.243.255,/22,2000.09.08
KR,211.234.244.0,211.234.247.255,/22,2000.09.08
KR,211.234.248.0,211.234.255.255,/21,2000.09.08
KR,211.235.0.0,211.235.31.255,/19,2000.09.08
KR,211.235.128.0,211.235.191.255,/18,2000.09.08
KR,211.235.192.0,211.235.223.255,/19,2000.09.08
KR,211.235.224.0,211.235.255.255,/19,2000.09.08
KR,211.235.32.0,211.235.63.255,/19,2000.09.08
KR,211.235.64.0,211.235.127.255,/18,2000.09.08
KR,211.236.0.0,211.236.63.255,/18,2000.09.08
KR,211.236.128.0,211.236.159.255,/19,2000.09.08
KR,211.236.160.0,211.236.191.255,/19,2000.09.08
KR,211.236.64.0,211.236.127.255,/18,2000.09.08
KR,211.237.0.0,211.237.15.255,/20,2000.09.08
KR,211.237.112.0,211.237.127.255,/20,2000.09.08
KR,211.237.128.0,211.237.143.255,/20,2000.09.08
KR,211.237.144.0,211.237.159.255,/20,2000.09.08
KR,211.237.16.0,211.237.31.255,/20,2000.09.08
KR,211.237.160.0,211.237.191.255,/19,2000.09.08
KR,211.237.192.0,211.237.207.255,/20,2000.09.08
KR,211.237.208.0,211.237.223.255,/20,2000.09.08
KR,211.237.224.0,211.237.239.255,/20,2000.09.08
KR,211.237.240.0,211.237.255.255,/20,2000.09.08
KR,211.237.32.0,211.237.47.255,/20,2000.09.08
KR,211.237.48.0,211.237.63.255,/20,2000.09.08
KR,211.237.64.0,211.237.79.255,/20,2000.09.08
KR,211.237.80.0,211.237.95.255,/20,2000.09.08
KR,211.237.96.0,211.237.111.255,/20,2000.09.08
KR,211.238.0.0,211.238.31.255,/19,2000.09.08
KR,211.238.128.0,211.238.159.255,/19,2000.09.08
KR,211.238.160.0,211.238.175.255,/20,2000.09.08
KR,211.238.176.0,211.238.191.255,/20,2000.09.08
KR,211.238.192.0,211.238.207.255,/20,2000.09.08
KR,211.238.208.0,211.238.223.255,/20,2000.09.08
KR,211.238.224.0,211.238.239.255,/20,2000.09.08
KR,211.238.240.0,211.238.255.255,/20,2000.09.08
KR,211.238.32.0,211.238.63.255,/19,2000.09.08
KR,211.238.64.0,211.238.95.255,/19,2000.09.08
KR,211.238.96.0,211.238.127.255,/19,2000.09.08
KR,211.239.0.0,211.239.255.255,/16,2000.09.08
KR,211.240.0.0,211.240.127.255,/17,2000.09.08
KR,211.240.128.0,211.240.255.255,/17,2000.09.08
KR,211.241.0.0,211.241.127.255,/17,2000.09.08
KR,211.241.128.0,211.241.255.255,/17,2000.09.08
KR,211.242.0.0,211.242.255.255,/16,2000.09.08
KR,211.243.0.0,211.243.255.255,/16,2000.09.08
KR,211.244.0.0,211.245.255.255,/15,2000.09.08
KR,211.246.0.0,211.246.127.255,/17,2000.09.08
KR,211.246.128.0,211.246.255.255,/17,2000.09.08
KR,211.247.0.0,211.247.127.255,/17,2000.09.08
KR,211.247.128.0,211.247.255.255,/17,2000.09.08
KR,211.248.0.0,211.248.255.255,/16,2000.09.08
KR,211.249.0.0,211.249.255.255,/16,2000.09.08
KR,211.250.0.0,211.251.255.255,/15,2000.09.08
KR,211.254.192.0,211.254.223.255,/19,2000.09.08
KR,211.254.224.0,211.254.239.255,/20,2000.09.08
KR,211.254.240.0,211.254.247.255,/21,2000.09.08
KR,211.254.248.0,211.254.251.255,/22,2000.09.08
KR,211.254.252.0,211.254.255.255,/22,2000.09.08
KR,211.255.0.0,211.255.63.255,/18,2000.09.08
KR,211.255.160.0,211.255.191.255,/19,2000.09.08
KR,211.255.192.0,211.255.207.255,/20,2000.09.08
KR,211.255.208.0,211.255.223.255,/20,2000.09.08
KR,211.255.224.0,211.255.255.255,/19,2000.09.08
KR,211.255.64.0,211.255.127.255,/18,2000.09.08
KR,211.33.0.0,211.33.127.255,/17,1999.08.27
KR,211.33.128.0,211.33.255.255,/17,1999.08.27
KR,211.34.0.0,211.34.255.255,/16,1999.08.27
KR,211.35.0.0,211.35.63.255,/18,1999.08.27
KR,211.35.100.0,211.35.103.255,/22,1999.08.27
KR,211.35.104.0,211.35.111.255,/21,1999.08.27
KR,211.35.112.0,211.35.127.255,/20,1999.08.27
KR,211.35.128.0,211.35.255.255,/17,1999.08.27
KR,211.35.64.0,211.35.79.255,/20,1999.08.27
KR,211.35.80.0,211.35.95.255,/20,1999.08.27
KR,211.35.96.0,211.35.99.255,/22,1999.08.27
KR,211.36.0.0,211.36.63.255,/18,1999.08.27
KR,211.36.128.0,211.36.159.255,/19,1999.08.27
KR,211.36.160.0,211.36.191.255,/19,1999.08.27
KR,211.36.64.0,211.36.95.255,/19,1999.08.27
KR,211.36.96.0,211.36.127.255,/19,1999.08.27
KR,211.37.0.0,211.37.127.255,/17,1999.08.27
KR,211.37.128.0,211.37.191.255,/18,1999.08.27
KR,211.37.192.0,211.37.223.255,/19,1999.08.27
KR,211.37.224.0,211.37.255.255,/19,1999.08.27
KR,211.38.0.0,211.38.255.255,/16,1999.08.27
KR,211.39.0.0,211.39.63.255,/18,1999.08.27
KR,211.39.128.0,211.39.159.255,/19,1999.08.27
KR,211.39.160.0,211.39.191.255,/19,1999.08.27
KR,211.39.192.0,211.39.223.255,/19,1999.08.27
KR,211.39.224.0,211.39.255.255,/19,1999.08.27
KR,211.39.64.0,211.39.95.255,/19,1999.08.27
KR,211.39.96.0,211.39.127.255,/19,1999.08.27
KR,211.41.0.0,211.41.63.255,/18,1999.11.08
KR,211.41.128.0,211.41.159.255,/19,1999.11.08
KR,211.41.160.0,211.41.191.255,/19,1999.11.08
KR,211.41.192.0,211.41.207.255,/20,1999.11.08
KR,211.41.208.0,211.41.223.255,/20,1999.11.08
KR,211.41.224.0,211.41.255.255,/19,1999.11.08
KR,211.41.64.0,211.41.95.255,/19,1999.11.08
KR,211.41.96.0,211.41.127.255,/19,1999.11.08
KR,211.43.0.0,211.43.31.255,/19,1999.11.18
KR,211.43.128.0,211.43.143.255,/20,1999.11.18
KR,211.43.144.0,211.43.159.255,/20,1999.11.18
KR,211.43.160.0,211.43.191.255,/19,1999.11.18
KR,211.43.192.0,211.43.223.255,/19,1999.11.18
KR,211.43.224.0,211.43.255.255,/19,1999.11.18
KR,211.43.32.0,211.43.63.255,/19,1999.11.18
KR,211.43.64.0,211.43.127.255,/18,1999.11.18
KR,211.45.0.0,211.45.31.255,/19,1999.11.18
KR,211.45.32.0,211.45.63.255,/19,1999.11.18
KR,211.45.64.0,211.45.95.255,/19,1999.11.18
KR,211.45.96.0,211.45.127.255,/19,1999.11.18
KR,211.46.0.0,211.46.255.255,/16,1999.11.18
KR,211.47.0.0,211.47.63.255,/18,1999.11.18
KR,211.47.128.0,211.47.159.255,/19,1999.11.18
KR,211.47.160.0,211.47.163.255,/22,1999.11.18
KR,211.47.164.0,211.47.167.255,/22,1999.11.18
KR,211.47.168.0,211.47.175.255,/21,1999.11.18
KR,211.47.176.0,211.47.191.255,/20,1999.11.18
KR,211.47.192.0,211.47.223.255,/19,1999.11.18
KR,211.47.224.0,211.47.239.255,/20,1999.11.18
KR,211.47.240.0,211.47.255.255,/20,1999.11.18
KR,211.47.64.0,211.47.79.255,/20,1999.11.18
KR,211.47.80.0,211.47.95.255,/20,1999.11.18
KR,211.47.96.0,211.47.127.255,/19,1999.11.18
KR,211.48.0.0,211.48.255.255,/16,1999.11.18
KR,211.49.0.0,211.49.255.255,/16,1999.11.18
KR,211.52.0.0,211.52.63.255,/18,2000.02.16
KR,211.52.128.0,211.52.143.255,/20,2000.02.16
KR,211.52.144.0,211.52.159.255,/20,2000.02.16
KR,211.52.160.0,211.52.191.255,/19,2000.02.16
KR,211.52.192.0,211.52.255.255,/18,2000.02.16
KR,211.52.64.0,211.52.127.255,/18,2000.02.16
KR,211.56.128.0,211.56.191.255,/18,2000.02.16
KR,211.56.192.0,211.56.223.255,/19,2000.02.16
KR,211.56.224.0,211.56.255.255,/19,2000.02.16
KR,211.56.32.0,211.56.63.255,/19,2000.02.16
KR,211.56.64.0,211.56.127.255,/18,2000.02.16
KR,211.57.0.0,211.57.255.255,/16,2000.02.16
KR,211.58.0.0,211.59.255.255,/15,2000.02.16
KR,211.61.0.0,211.61.63.255,/18,2000.02.16
KR,211.61.112.0,211.61.127.255,/20,2000.02.16
KR,211.61.128.0,211.61.255.255,/17,2000.02.16
KR,211.61.64.0,211.61.95.255,/19,2000.02.16
KR,211.61.96.0,211.61.111.255,/20,2000.02.16
KR,211.63.64.0,211.63.95.255,/19,2000.02.16
KR,211.63.96.0,211.63.127.255,/19,2000.02.16
KR,218.36.0.0,218.36.127.255,/17,2002.07.22
KR,218.36.128.0,218.36.255.255,/17,2002.07.22
KR,218.37.0.0,218.37.127.255,/17,2002.07.22
KR,218.37.128.0,218.37.191.255,/18,2002.07.22
KR,218.37.192.0,218.37.255.255,/18,2002.07.22
KR,218.38.0.0,218.39.255.255,/15,2002.07.22
KR,219.248.0.0,219.251.255.255,/14,2002.07.22
KR,219.252.0.0,219.253.255.255,/15,2002.07.22
KR,219.254.0.0,219.255.255.255,/15,2002.07.22
KR,220.64.0.0,220.64.255.255,/16,2002.07.22
KR,220.65.0.0,220.65.255.255,/16,2002.07.22
KR,220.66.0.0,220.67.255.255,/15,2002.07.22
KR,220.68.0.0,220.69.255.255,/15,2002.07.22
KR,220.70.0.0,220.71.255.255,/15,2002.07.22
KR,61.100.0.0,61.100.127.255,/17,2001.03.21
KR,61.100.128.0,61.100.191.255,/18,2001.03.21
KR,61.100.192.0,61.100.223.255,/19,2001.03.21
KR,61.100.224.0,61.100.239.255,/20,2001.03.21
KR,61.100.240.0,61.100.247.255,/21,2001.03.21
KR,61.100.248.0,61.100.255.255,/21,2001.03.21
KR,61.101.0.0,61.101.127.255,/17,2001.03.21
KR,61.101.128.0,61.101.191.255,/18,2001.03.21
KR,61.101.192.0,61.101.223.255,/19,2001.03.21
KR,61.101.224.0,61.101.239.255,/20,2001.03.21
KR,61.101.240.0,61.101.243.255,/22,2001.03.21
KR,61.101.244.0,61.101.247.255,/22,2001.03.21
KR,61.101.248.0,61.101.255.255,/21,2001.03.21
KR,61.102.0.0,61.102.127.255,/17,2001.03.21
KR,61.102.128.0,61.102.255.255,/17,2001.03.21
KR,61.103.0.0,61.103.255.255,/16,2001.03.21
KR,61.104.0.0,61.104.255.255,/16,2001.03.21
KR,61.105.0.0,61.105.255.255,/16,2001.03.21
KR,61.106.0.0,61.106.31.255,/19,2001.03.21
KR,61.106.128.0,61.106.191.255,/18,2001.03.21
KR,61.106.192.0,61.106.223.255,/19,2001.03.21
KR,61.106.224.0,61.106.239.255,/20,2001.03.21
KR,61.106.240.0,61.106.255.255,/20,2001.03.21
KR,61.106.32.0,61.106.63.255,/19,2001.03.21
KR,61.106.64.0,61.106.79.255,/20,2001.03.21
KR,61.106.80.0,61.106.95.255,/20,2001.03.21
KR,61.106.96.0,61.106.127.255,/19,2001.03.21
KR,61.107.0.0,61.107.255.255,/16,2001.03.21
KR,61.108.0.0,61.108.255.255,/16,2001.03.21
KR,61.109.0.0,61.109.127.255,/17,2001.03.21
KR,61.109.128.0,61.109.255.255,/17,2001.03.21
KR,61.110.0.0,61.110.31.255,/19,2001.03.21
KR,61.110.128.0,61.110.131.255,/22,2001.03.21
KR,61.110.132.0,61.110.135.255,/22,2001.03.21
KR,61.110.136.0,61.110.143.255,/21,2001.03.21
KR,61.110.144.0,61.110.159.255,/20,2001.03.21
KR,61.110.160.0,61.110.191.255,/19,2001.03.21
KR,61.110.192.0,61.110.255.255,/18,2001.03.21
KR,61.110.32.0,61.110.47.255,/20,2001.03.21
KR,61.110.48.0,61.110.63.255,/20,2001.03.21
KR,61.110.64.0,61.110.127.255,/18,2001.03.21
KR,61.111.0.0,61.111.63.255,/18,2001.03.21
KR,61.111.112.0,61.111.127.255,/20,2001.03.21
KR,61.111.128.0,61.111.191.255,/18,2001.03.21
KR,61.111.192.0,61.111.223.255,/19,2001.03.21
KR,61.111.224.0,61.111.239.255,/20,2001.03.21
KR,61.111.240.0,61.111.255.255,/20,2001.03.21
KR,61.111.64.0,61.111.95.255,/19,2001.03.21
KR,61.111.96.0,61.111.111.255,/20,2001.03.21
KR,61.248.0.0,61.248.127.255,/17,2001.03.21
KR,61.248.128.0,61.248.159.255,/19,2001.03.21
KR,61.248.160.0,61.248.175.255,/20,2001.03.21
KR,61.248.176.0,61.248.191.255,/20,2001.03.21
KR,61.248.192.0,61.248.223.255,/19,2001.03.21
KR,61.248.224.0,61.248.227.255,/22,2001.03.21
KR,61.248.228.0,61.248.231.255,/22,2001.03.21
KR,61.248.232.0,61.248.239.255,/21,2001.03.21
KR,61.248.240.0,61.248.255.255,/20,2001.03.21
KR,61.249.0.0,61.249.63.255,/18,2001.03.21
KR,61.249.128.0,61.249.159.255,/19,2001.03.21
KR,61.249.160.0,61.249.191.255,/19,2001.03.21
KR,61.249.192.0,61.249.223.255,/19,2001.03.21
KR,61.249.224.0,61.249.255.255,/19,2001.03.21
KR,61.249.64.0,61.249.79.255,/20,2001.03.21
KR,61.249.80.0,61.249.87.255,/21,2001.03.21
KR,61.249.88.0,61.249.91.255,/22,2001.03.21
KR,61.249.92.0,61.249.95.255,/22,2001.03.21
KR,61.249.96.0,61.249.127.255,/19,2001.03.21
KR,61.250.0.0,61.250.63.255,/18,2001.03.21
KR,61.250.128.0,61.250.255.255,/17,2001.03.21
KR,61.250.64.0,61.250.127.255,/18,2001.03.21
KR,61.251.0.0,61.251.15.255,/20,2001.03.21
KR,61.251.112.0,61.251.127.255,/20,2001.03.21
KR,61.251.128.0,61.251.159.255,/19,2001.03.21
KR,61.251.16.0,61.251.31.255,/20,2001.03.21
KR,61.251.160.0,61.251.175.255,/20,2001.03.21
KR,61.251.176.0,61.251.191.255,/20,2001.03.21
KR,61.251.192.0,61.251.255.255,/18,2001.03.21
KR,61.251.32.0,61.251.63.255,/19,2001.03.21
KR,61.251.64.0,61.251.79.255,/20,2001.03.21
KR,61.251.80.0,61.251.95.255,/20,2001.03.21
KR,61.251.96.0,61.251.111.255,/20,2001.03.21
KR,61.252.0.0,61.252.15.255,/20,2001.03.21
KR,61.252.128.0,61.252.159.255,/19,2001.03.21
KR,61.252.16.0,61.252.31.255,/20,2001.03.21
KR,61.252.160.0,61.252.191.255,/19,2001.03.21
KR,61.252.192.0,61.252.255.255,/18,2001.03.21
KR,61.252.32.0,61.252.47.255,/20,2001.03.21
KR,61.252.48.0,61.252.63.255,/20,2001.03.21
KR,61.252.64.0,61.252.67.255,/22,2001.03.21
KR,61.252.68.0,61.252.71.255,/22,2001.03.21
KR,61.252.72.0,61.252.75.255,/22,2001.03.21
KR,61.252.76.0,61.252.79.255,/22,2001.03.21
KR,61.252.80.0,61.252.95.255,/20,2001.03.21
KR,61.252.96.0,61.252.127.255,/19,2001.03.21
KR,61.253.0.0,61.253.255.255,/16,2001.03.21
KR,61.254.0.0,61.254.127.255,/17,2001.03.21
KR,61.254.128.0,61.254.159.255,/19,2001.03.21
KR,61.254.160.0,61.254.191.255,/19,2001.03.21
KR,61.254.192.0,61.254.255.255,/18,2001.03.21
KR,61.255.0.0,61.255.255.255,/16,2001.03.21
KR,61.96.0.0,61.96.255.255,/16,2001.03.21
KR,61.97.0.0,61.97.15.255,/20,2001.03.21
KR,61.97.112.0,61.97.127.255,/20,2001.03.21
KR,61.97.128.0,61.97.159.255,/19,2001.03.21
KR,61.97.16.0,61.97.31.255,/20,2001.03.21
KR,61.97.160.0,61.97.175.255,/20,2001.03.21
KR,61.97.176.0,61.97.191.255,/20,2001.03.21
KR,61.97.192.0,61.97.223.255,/19,2001.03.21
KR,61.97.224.0,61.97.239.255,/20,2001.03.21
KR,61.97.240.0,61.97.255.255,/20,2001.03.21
KR,61.97.32.0,61.97.63.255,/19,2001.03.21
KR,61.97.64.0,61.97.79.255,/20,2001.03.21
KR,61.97.80.0,61.97.95.255,/20,2001.03.21
KR,61.97.96.0,61.97.111.255,/20,2001.03.21
KR,61.98.0.0,61.99.255.255,/15,2001.03.21
KR,110.34.56.0,110.34.63.255,/21,2009.03.03
KR,123.108.0.0,123.108.7.255,/21,2007.01.31
KR,147.46.0.0,147.47.255.255,/15,1991.06.21
KR,152.149.0.0,152.149.31.255,/19,1991.08.23
KR,152.149.128.0,152.149.255.255,/17,1991.08.23
KR,152.149.32.0,152.149.39.255,/21,1991.08.23
KR,152.149.40.0,152.149.47.255,/21,1991.08.23
KR,152.149.48.0,152.149.63.255,/20,1991.08.23
KR,152.149.64.0,152.149.127.255,/18,1991.08.23
KR,192.132.248.0,192.132.251.255,/22,1991.11.26
KR,202.20.84.0,202.20.84.255,/24,1993.08.26
KR,202.20.85.0,202.20.85.255,/24,1993.08.26
KR,202.30.0.0,202.30.31.255,/19,1996.02.29
KR,202.30.112.0,202.30.119.255,/21,1996.02.29
KR,202.30.120.0,202.30.123.255,/22,1996.02.29
KR,202.30.124.0,202.30.124.255,/24,1996.02.29
KR,202.30.125.0,202.30.125.255,/24,1996.02.29
KR,202.30.126.0,202.30.127.255,/23,1996.02.29
KR,202.30.128.0,202.30.255.255,/17,1996.02.29
KR,202.30.32.0,202.30.33.255,/23,1996.02.29
KR,202.30.34.0,202.30.34.255,/24,1996.02.29
